"Identification code",Name,"Members FTE","Lobbying cost","Interest represented","Head office","EU office","EP passes on 2026-05-25","all EP passes",Meetings,"Lobbyfacts URL"
692415346669-86,"Stichting B Lab Europe",0.1,10000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,,1,https://www.lobbyfacts.eu/datacard/stichting-b-lab-europe?rid=692415346669-86
692533246954-09,"Resolute Consulting",1.5,10000,"Advances interests of their clients",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/resolute-consulting?rid=692533246954-09
692553593450-18,"Stern Energy Spa",0.1,10000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/stern-energy-spa?rid=692553593450-18
692607631397-19,"econsense - Forum Nachhaltige Entwicklung der Deutschen Wirtschaft",0.4,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/econsense---forum-nachhaltige-entwicklung-der-deutschen-wirtschaft?rid=692607631397-19
6928534104125-33,"FOGTEC Brandschutz GmbH",0.1,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,1,https://www.lobbyfacts.eu/datacard/fogtec-brandschutz-gmbh?rid=6928534104125-33
692906352385-17,Raisin,0.4,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,1,1,https://www.lobbyfacts.eu/datacard/raisin?rid=692906352385-17
6932946101224-39,"Wojskowe Zakłady Uzbrojenia SA",0.2,10000,"Promotes their own interests or the collective interests of their members",POLAND,POLAND,,,,https://www.lobbyfacts.eu/datacard/wojskowe-zakłady-uzbrojenia-sa?rid=6932946101224-39
693419799947-94,STOA,0.7,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,1,https://www.lobbyfacts.eu/datacard/stoa?rid=693419799947-94
6936003103706-62,"leiwand AI gmbh",0.1,10000,"Promotes their own interests or the collective interests of their members",AUSTRIA,AUSTRIA,,,,https://www.lobbyfacts.eu/datacard/leiwand-ai-gmbh?rid=6936003103706-62
693774195857-74,"Aortic Association",0.5,10000,"Promotes their own interests or the collective interests of their members",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/aortic-association?rid=693774195857-74
694267751070-60,"European Association of Sustainability Rating Agencies",0.5,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,1,https://www.lobbyfacts.eu/datacard/european-association-of-sustainability-rating-agencies?rid=694267751070-60
695156431923-63,ΕΛΕΑΝΑ,1.75,10000,"Promotes their own interests or the collective interests of their members",GREECE,GREECE,,,,https://www.lobbyfacts.eu/datacard/ελεανα?rid=695156431923-63
6952346102397-65,"Submer Technologies S.L.",0.1,10000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/submer-technologies-sl?rid=6952346102397-65
695452491708-54,"International Federation of Icelandic Horse Associations",0.5,10000,"Promotes their own interests or the collective interests of their members",AUSTRIA,AUSTRIA,,,,https://www.lobbyfacts.eu/datacard/international-federation-of-icelandic-horse-associations?rid=695452491708-54
696217148573-22,"TECHNOLOGIES ENERGIES NOUVELLS ENERGIES RENOUVELABLES RHONE ALPES DROME ISERE SAVOIE",0.1,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/technologies-energies-nouvells-energies-renouvelables-rhone-alpes-drome-isere-savoie?rid=696217148573-22
696244325387-58,"Asociación Española de Empresas de Consultoría",0.1,10000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,2,4,https://www.lobbyfacts.eu/datacard/asociación-española-de-empresas-de-consultoría?rid=696244325387-58
696405093749-06,"Centro Vasco de Inteligencia Artificial",0.25,10000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/centro-vasco-de-inteligencia-artificial?rid=696405093749-06
696612698288-11,"PASQAL SAS",0.5,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/pasqal-sas?rid=696612698288-11
696783199103-69,"Trgovsko drustvo za promet i uslugi M - 6 Investicii DOOEL Skopje",0.1,10000,"Promotes their own interests or the collective interests of their members","NORTH MACEDONIA","NORTH MACEDONIA",,,,https://www.lobbyfacts.eu/datacard/trgovsko-drustvo-za-promet-i-uslugi-m---6-investicii-dooel-skopje?rid=696783199103-69
696831999113-48,"Antea Iberolatam SLU",0.2,10000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,3,https://www.lobbyfacts.eu/datacard/antea-iberolatam-slu?rid=696831999113-48
697081752008-81,"World Leagues Association",0.1,10000,"Promotes their own interests or the collective interests of their members",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/world-leagues-association?rid=697081752008-81
6971591101686-83,"Corvus Energy AS",0.2,10000,"Promotes their own interests or the collective interests of their members",NORWAY,NORWAY,,,1,https://www.lobbyfacts.eu/datacard/corvus-energy-as?rid=6971591101686-83
6972825101816-77,"COLEGIO OFICIAL DE INGENIEROS INDUSTRIALES DE LA REGIÓN DE MURCIA",0.25,10000,"Promotes their own interests or the collective interests of their members",SPAIN,SPAIN,,,,https://www.lobbyfacts.eu/datacard/colegio-oficial-de-ingenieros-industriales-de-la-región-de-murcia?rid=6972825101816-77
697408097191-86,"Trade union Vision",0.1,10000,"Promotes their own interests or the collective interests of their members",SWEDEN,SWEDEN,,,,https://www.lobbyfacts.eu/datacard/trade-union-vision?rid=697408097191-86
697471012104-56,"Association Hellenique des Commercants  et Exportareurs de cereales et d' aliments de betail",0.25,10000,"Promotes their own interests or the collective interests of their members",GREECE,GREECE,,,,https://www.lobbyfacts.eu/datacard/association-hellenique-des-commercants--et-exportareurs-de-cereales-et-d-aliments-de-betail?rid=697471012104-56
697914448623-83,"Swedish Institute for Standards",0.75,10000,"Promotes their own interests or the collective interests of their members",SWEDEN,SWEDEN,,,1,https://www.lobbyfacts.eu/datacard/swedish-institute-for-standards?rid=697914448623-83
6983590101117-68,"Fervo Energy Company",0.1,10000,"Promotes their own interests or the collective interests of their members","UNITED STATES","UNITED STATES",,,,https://www.lobbyfacts.eu/datacard/fervo-energy-company?rid=6983590101117-68
69851845452-33,"Confédération Française de l'Encadrement- Confédération Générale des Cadres des Industries Electriques et Gazières",3.75,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,5,1,https://www.lobbyfacts.eu/datacard/confédération-française-de-lencadrement--confédération-générale-des-cadres-des-industries-electriques-et-gazières?rid=69851845452-33
69871233856-81,"The UK Depositary Association",0.2,10000,"Promotes their own interests or the collective interests of their members","UNITED KINGDOM","UNITED KINGDOM",,,,https://www.lobbyfacts.eu/datacard/the-uk-depositary-association?rid=69871233856-81
6989731101677-38,"Stretto di Messina S.p.A.",0.6,10000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/stretto-di-messina-spa?rid=6989731101677-38
699063846749-53,"Standard Norge",0.35,10000,"Promotes their own interests or the collective interests of their members",NORWAY,NORWAY,,,,https://www.lobbyfacts.eu/datacard/standard-norge?rid=699063846749-53
699681335670-44,"Tampere University",0.25,10000,"Promotes their own interests or the collective interests of their members",FINLAND,FINLAND,,,3,https://www.lobbyfacts.eu/datacard/tampere-university?rid=699681335670-44
700081796624-18,"Trentino Sviluppo",0.2,10000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/trentino-sviluppo?rid=700081796624-18
700118911756-62,"CASINO GUICHARD PERRACHON",0.1,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,1,https://www.lobbyfacts.eu/datacard/casino-guichard-perrachon?rid=700118911756-62
700837833153-49,"Reitter Wasserkraftanlagen GmbH&Co.KG",0.2,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/reitter-wasserkraftanlagen-gmbhcokg?rid=700837833153-49
701298938164-48,"STAR-GRES Sp. z o.o.",0.1,10000,"Promotes their own interests or the collective interests of their members",POLAND,POLAND,,,1,https://www.lobbyfacts.eu/datacard/star-gres-sp-z-oo?rid=701298938164-48
701545992210-53,"Syndicat National des Importateurs / Exportateurs de Fruits et Légumes",0.2,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/syndicat-national-des-importateurs---exportateurs-de-fruits-et-légumes?rid=701545992210-53
7015983102399-62,"Dokimazo srl, società benefit",0.25,10000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/dokimazo-srl-società-benefit?rid=7015983102399-62
701690396537-04,"Mining Association of Canada",0.1,10000,"Promotes their own interests or the collective interests of their members",CANADA,CANADA,,,,https://www.lobbyfacts.eu/datacard/mining-association-of-canada?rid=701690396537-04
701695849557-16,"Federation of Employers of Ukraine",0.25,10000,"Promotes their own interests or the collective interests of their members",UKRAINE,UKRAINE,,,9,https://www.lobbyfacts.eu/datacard/federation-of-employers-of-ukraine?rid=701695849557-16
701868098060-37,"Zodiac sh.p.k",0.1,10000,"Promotes their own interests or the collective interests of their members",ALBANIA,ALBANIA,,,,https://www.lobbyfacts.eu/datacard/zodiac-shpk?rid=701868098060-37
701943132868-32,"Association de Banques Privées Suisses",0.1,10000,"Promotes their own interests or the collective interests of their members",SWITZERLAND,SWITZERLAND,,,,https://www.lobbyfacts.eu/datacard/association-de-banques-privées-suisses?rid=701943132868-32
7019436101361-03,"European Criminal Bar Association",0.6,10000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,,1,https://www.lobbyfacts.eu/datacard/european-criminal-bar-association?rid=7019436101361-03
701957597541-22,"MCA Deutschland GmbH",0.3,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/mca-deutschland-gmbh?rid=701957597541-22
702109799315-09,"БЪЛГАРСКИ ЕНЕРГИЕН ХОЛДИНГ",0.1,10000,"Promotes their own interests or the collective interests of their members",BULGARIA,BULGARIA,,,,https://www.lobbyfacts.eu/datacard/български-енергиен-холдинг?rid=702109799315-09
702163620543-30,"Federazione lavoratori aziende elettriche italiane",0.2,10000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,2,25,,https://www.lobbyfacts.eu/datacard/federazione-lavoratori-aziende-elettriche-italiane?rid=702163620543-30
702663443404-30,"Closing the Loop B.V.",0.45,10000,"Promotes their own interests or the collective interests of their members",NETHERLANDS,NETHERLANDS,,,1,https://www.lobbyfacts.eu/datacard/closing-the-loop-bv?rid=702663443404-30
702966753348-80,"Krajowa Spółdzielcza Kasa Oszczędnościowo - Kredytowa",0.1,10000,"Promotes their own interests or the collective interests of their members",POLAND,POLAND,,,,https://www.lobbyfacts.eu/datacard/krajowa-spółdzielcza-kasa-oszczędnościowo---kredytowa?rid=702966753348-80
703079194561-52,"Ukrainian League of Industrialists and ENterpreneurs",0.5,10000,"Promotes their own interests or the collective interests of their members",UKRAINE,UKRAINE,,,,https://www.lobbyfacts.eu/datacard/ukrainian-league-of-industrialists-and-enterpreneurs?rid=703079194561-52
703247829432-54,"Slovak Crop Protection Association",1,10000,"Promotes their own interests or the collective interests of their members",SLOVAKIA,SLOVAKIA,,,1,https://www.lobbyfacts.eu/datacard/slovak-crop-protection-association?rid=703247829432-54
7033972101377-35,"Interconexión Eléctrica Colombia-Panamá S.A.",0.1,10000,"Promotes their own interests or the collective interests of their members",PANAMA,PANAMA,,,,https://www.lobbyfacts.eu/datacard/interconexión-eléctrica-colombia-panamá-sa?rid=7033972101377-35
703504449994-95,STAERO,0.1,10000,"Promotes their own interests or the collective interests of their members",FRANCE,FRANCE,,,,https://www.lobbyfacts.eu/datacard/staero?rid=703504449994-95
7036197104196-37,"Ceangal Health",0.1,10000,"Promotes their own interests or the collective interests of their members",IRELAND,IRELAND,,,,https://www.lobbyfacts.eu/datacard/ceangal-health?rid=7036197104196-37
704079295145-28,"Datura - Climate & Company Data Services",0.2,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/datura---climate--company-data-services?rid=704079295145-28
7042081100064-33,"Inter-Bio-Trade GmbH",0.1,10000,"Promotes their own interests or the collective interests of their members",GERMANY,GERMANY,,,,https://www.lobbyfacts.eu/datacard/inter-bio-trade-gmbh?rid=7042081100064-33
704223226882-52,"Národné poľnohospodárske a potravinárske centrum",1,10000,"Promotes their own interests or the collective interests of their members",SLOVAKIA,SLOVAKIA,,,,https://www.lobbyfacts.eu/datacard/národné-poľnohospodárske-a-potravinárske-centrum?rid=704223226882-52
704613123549-01,"Buglife - The Invertebrate Conservation Trust",0.2,10000,"Promotes their own interests or the collective interests of their members","UNITED KINGDOM","UNITED KINGDOM",,,1,https://www.lobbyfacts.eu/datacard/buglife---the-invertebrate-conservation-trust?rid=704613123549-01
704917991793-29,"Paptic Oy",0.2,10000,"Promotes their own interests or the collective interests of their members",FINLAND,FINLAND,,,,https://www.lobbyfacts.eu/datacard/paptic-oy?rid=704917991793-29
705875598708-20,"ERDA COM SH.P.K.",2.25,10000,"Promotes their own interests or the collective interests of their members","KOSOVO (*)","KOSOVO (*)",,,,https://www.lobbyfacts.eu/datacard/erda-com-shpk?rid=705875598708-20
7059382101049-58,"Panetta & Associati Studio Legale",0.1,10000,"Promotes their own interests or the collective interests of their members",ITALY,ITALY,,,,https://www.lobbyfacts.eu/datacard/panetta--associati-studio-legale?rid=7059382101049-58
